loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2023-11-06T09:24:54.438+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.3452652917,-0.716033935546875,-0.3628692626953125,-0.2213592529296875,389549.3402862917,-1.453173134300402,-0.7366770752275961,-0.9645900297302583,-1.389568686485291,0.9829573035240173,-2.848337888717651,-0.2431833744049072,-1.236579895019531,0.3116375803947449,XArbitraryZVertical,-0.5353380543463547,0.04902386882117758,-0.424243132519702,0.7287164789186571,-0.382777988910675,0.8218154311180115,-0.4220196604728699,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,45,0.3919849,0.3204912,2.89237,43.08998,0,0,2023-11-06T09:24:51.874+02:00,720948291.9605182,0,-3.970001,101.7573,1,0.7
2023-11-06T09:24:54.458+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.3651792917,-0.9607696533203125,0.005279541015625,-0.2083892822265625,389549.3602012917,-1.561598510458013,-0.8120664753586292,-0.9354790815378607,-1.135627508163452,0.1042563617229462,-3.504041433334351,-0.4056128263473511,-1.071820735931396,0.198092132806778,XArbitraryZVertical,-0.5423734007611112,0.04111143698038672,-0.4506683816230471,0.7078409658297959,-0.4306603670120239,0.8048834800720215,-0.4082818925380707,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,45,0.3919849,0.3204912,2.89237,43.08998,0,0,2023-11-06T09:24:51.874+02:00,720948291.9605182,0,-3.970001,101.7573,1,0.7
2023-11-06T09:24:54.478+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.3850942917,-1.56658935546875,1.249099731445312,-0.781463623046875,389549.3801152917,-1.672148068762361,-0.9077294967096536,-0.9175028693939691,-2.760881185531616,-0.8134918212890625,-2.257909774780273,-0.6970702409744263,-0.3179205656051636,-0.1125831604003906,XArbitraryZVertical,-0.5585037245540745,0.03178668326325895,-0.4677840791744473,0.6842816678559567,-0.4790162146091461,0.7940863370895386,-0.3741264045238495,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,45,0.3919849,0.3204912,2.89237,43.08998,0,0,2023-11-06T09:24:51.874+02:00,720948291.9605182,0,-3.970001,101.7573,1,0.7
2023-11-06T09:24:54.498+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.4050082917,-4.747421264648438,3.618148803710938,-0.6891021728515625,389549.4000302917,-1.841155291720803,-1.038884960603139,-0.9213056081177785,-4.735394477844238,0.4176243841648102,-3.114550352096558,-1.997742772102356,1.772379398345947,-0.3671401143074036,XArbitraryZVertical,-0.5875292661384788,0.03798005832699392,-0.4853565967252539,0.6463713430956725,-0.5212239623069763,0.7963919043540955,-0.3067337572574615,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,45,0.3919849,0.3204912,2.89237,43.08998,0,0,2023-11-06T09:24:51.874+02:00,720948291.9605182,0,-3.970001,101.7573,1,0.7
2023-11-06T09:24:54.519+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.4249232917,-2.8758544921875,5.222991943359375,-0.342437744140625,389549.4199442917,-1.992789363107862,-1.149379050489366,-0.9238961054388741,-2.926465034484863,0.8895693421363831,-0.4713711142539978,-4.686801433563232,3.663118839263916,-0.670189380645752,XArbitraryZVertical,-0.611768444653693,0.0496755389396876,-0.4991687055078968,0.6116390706416789,-0.549984335899353,0.7979559302330017,-0.2465434223413467,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948291.9605182,0,-3.970001,101.7573,1,0.7
2023-11-06T09:24:54.538+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.4448372917,-1.553955078125,3.65155029296875,-0.5535125732421875,389549.4398592917,-2.032935895375956,-1.157557943211178,-0.9384470222682767,-0.3031412363052368,1.45515251159668,0.3066862225532532,-1.268508672714233,3.940337419509888,-0.151109516620636,XArbitraryZVertical,-0.6140796503585638,0.06505236624709233,-0.504646686715275,0.6033291256942901,-0.5412905216217041,0.8066412210464478,-0.2373487502336502,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.558+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.4647522917,-0.7759552001953125,1.996810913085938,-0.594696044921875,389549.4597732917,-2.031378108012657,-1.112720807551113,-0.9363146402588188,0.3792398273944855,3.118933916091919,-0.4386204183101654,-0.6511658430099487,1.860880732536316,-0.3513932824134827,XArbitraryZVertical,-0.602464253266048,0.07727068739624757,-0.518429086741656,0.6019114764750584,-0.5316497683525085,0.8053790330886841,-0.2621321380138397,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.578+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.4846662917,-0.040283203125,0.97589111328125,-0.5548858642578125,389549.4796882917,-2.026590512258332,-1.032811574250939,-0.9201945421813553,0.627844512462616,3.954157114028931,-0.7853326201438904,0.1025236248970032,0.6693226099014282,-0.2884690761566162,XArbitraryZVertical,-0.5797118181877822,0.09359901108532355,-0.5451915007394436,0.5982806199127799,-0.5201109647750854,0.7957194447517395,-0.3103468716144562,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.598+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.5045812917,0.892242431640625,0.3660430908203125,-0.252166748046875,389549.4996022917,-2.017569714255691,-0.9590160828103973,-0.8964071390109055,1.173042774200439,2.726078987121582,-0.8411552309989929,0.9394509792327881,-0.1841036677360535,-0.05620473623275757,XArbitraryZVertical,-0.5567049048619852,0.1037752703072846,-0.5700636186254305,0.5952628424567603,-0.5111672878265381,0.7810884714126587,-0.358620673418045,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.617+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.5244962917,1.372711181640625,0.17779541015625,0.07196044921875,389549.5195172917,-2.007102010856171,-0.9081618722046292,-0.8704698068770832,0.6955066323280334,1.563028931617737,-0.9924631118774414,1.743646621704102,-0.5066515207290649,0.3100022077560425,XArbitraryZVertical,-0.5390361392791368,0.1058450190142283,-0.587889559215289,0.5938205129616376,-0.5080815553665161,0.7646318078041077,-0.3964737355709076,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.637+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.5444102917,0.925628662109375,-0.2554931640625,0.1843109130859375,389549.5394312917,-2.030066093605265,-0.9019343407356772,-0.8477518238836804,-0.6023129224777222,0.9924600124359131,-1.706680417060852,1.752695679664612,-0.7630547285079956,0.5699656009674072,XArbitraryZVertical,-0.5327788173818523,0.1048710462732119,-0.6023320277929778,0.5851024376262317,-0.5190988779067993,0.7497947216033936,-0.4102976024150848,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.657+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.564324875,0.58709716796875,-0.48175048828125,0.2497711181640625,389549.5593458751,-2.100064298012538,-0.9325091110037864,-0.8396397758436146,-2.655441284179688,1.210765242576599,-1.627546906471252,1.216854095458984,-1.161608457565308,0.6213129162788391,XArbitraryZVertical,-0.5372391666423255,0.1115799641032765,-0.6163954032578033,0.5647837305725295,-0.5362663865089417,0.7444026470184326,-0.397847980260849,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.677+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.584238875,0.71160888671875,-0.3739776611328125,0.146575927734375,389549.579259875,-2.211935022432246,-0.9918338118721314,-0.8563249232683354,-4.188874244689941,1.170596957206726,-1.308953642845154,1.170492887496948,-1.220649719238281,0.5904706120491028,XArbitraryZVertical,-0.5506546929586075,0.1323863715315391,-0.6266779398065051,0.5352832393480892,-0.5484378933906555,0.7554396986961365,-0.3585065007209778,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.697+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.604153875,0.800750732421875,-0.1007232666015625,-0.092803955078125,389549.599174875,-2.344768568773145,-1.073138159171573,-0.8793785969065475,-4.15335750579834,0.8449219465255737,-1.094616770744324,1.343795537948608,-1.012438774108887,0.3407160341739655,XArbitraryZVertical,-0.5682680668367817,0.1577306758591225,-0.6323901025180843,0.5022701425483822,-0.5602873563766479,0.7703428268432617,-0.3043848872184753,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.717+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.624067875,0.6771697998046875,0.1965179443359375,-0.3593902587890625,389549.619089875,-2.457515210157413,-1.146097509369088,-0.8947433852315109,-2.767531394958496,0.6558769345283508,-0.6750419139862061,1.326464176177979,-0.7327005863189697,0.01780444383621216,XArbitraryZVertical,-0.5824381371988596,0.1784746519242895,-0.6350060202446477,0.4750578180821516,-0.5701318979263306,0.7800485491752625,-0.2578252255916595,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.737+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.643982875,0.5278167724609375,0.4802093505859375,-0.5181121826171875,389549.639003875,-2.515809687325561,-1.178832879076269,-0.9014152055166791,-0.8573970198631287,0.6230342984199524,-0.1281577795743942,1.167741775512695,-0.4482988715171814,-0.2112544178962708,XArbitraryZVertical,-0.5875305041243177,0.1905022788932199,-0.6373910109763212,0.4607053988600059,-0.5734424591064453,0.7842058539390564,-0.2370335757732391,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.757+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.663896875,0.4250030517578125,0.7510528564453125,-0.56353759765625,389549.658918875,-2.514018837342019,-1.167436521786961,-0.9060083320952347,0.6933121085166931,0.3740731775760651,0.6478450298309326,1.041246771812439,-0.162703812122345,-0.3161822557449341,XArbitraryZVertical,-0.5840681719759304,0.19441182840205,-0.6391693503766243,0.4610107594951977,-0.5673850774765015,0.7870475649833679,-0.2421368211507797,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.777+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.683811875,0.2968902587890625,1.018768310546875,-0.626312255859375,389549.678832875,-2.459498686630544,-1.120082187569152,-0.9163930846989355,1.83483362197876,0.03242185711860657,1.726292133331299,0.9172543883323669,0.07334882020950317,-0.3282350599765778,XArbitraryZVertical,-0.5743334326047106,0.1938214765104813,-0.6374861353913883,0.4755898476540565,-0.5479001402854919,0.7934113144874573,-0.2651486992835999,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.797+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.703725875,0.1527862548828125,1.37652587890625,-0.63372802734375,389549.6987478751,-2.358934235220302,-1.043193240324997,-0.9347262798349654,2.577655076980591,-0.4340113699436188,2.662672996520996,0.7343436479568481,0.3904486894607544,-0.3325148820877075,XArbitraryZVertical,-0.5601936982039589,0.1914276408862648,-0.6299063543892263,0.50274890176458,-0.5132590532302856,0.8044365048408508,-0.2990769445896149,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.817+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.723640875,0.124542236328125,2.05694580078125,-0.7638092041015625,389549.718661875,-2.233385388320737,-0.9532125139153831,-0.9556020678976334,2.392618417739868,-0.7675560116767883,3.037940263748169,0.5932843685150146,0.8101544976234436,-0.2867058217525482,XArbitraryZVertical,-0.5453290662835862,0.1884712407498862,-0.6165436367604779,0.5356947757731554,-0.4705122113227844,0.8166613578796387,-0.3341895937919617,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.836+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.743554875,0.00634765625,3.06085205078125,-1.3953857421875,389549.738576875,-2.099313412372268,-0.8676945614200515,-0.9722462274245555,2.739742279052734,-1.740112900733948,3.070362091064453,0.5387969017028809,1.748034715652466,-0.7041803598403931,XArbitraryZVertical,-0.5333835507666574,0.1826029702404084,-0.5979644781600018,0.5697337704653856,-0.4298186898231506,0.8261533975601196,-0.3643162846565247,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.856+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.763469875,-0.59234619140625,3.893753051757812,-1.482162475585938,389549.758490875,-1.944999381437829,-0.7935853188348373,-0.9835800815499017,2.953460454940796,-4.035447597503662,3.39991569519043,0.1404165923595428,2.793566465377808,-1.233841896057129,XArbitraryZVertical,-0.5267865002294848,0.1679927555307391,-0.5689959060302606,0.6087018645938627,-0.3949637115001678,0.8324862122535706,-0.3885488212108612,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.876+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.783383875,-1.595596313476562,3.357574462890625,-0.4039764404296875,389549.778405875,-1.792939683903156,-0.7531324218154627,-0.9887183209064381,2.431563138961792,-3.515897750854492,3.009896039962769,-0.6213942766189575,2.871037721633911,-0.6492301225662231,XArbitraryZVertical,-0.5283398345307343,0.1425410878962271,-0.5304893027300791,0.6473948758285484,-0.3759965300559998,0.8353220224380493,-0.4010781049728394,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.896+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.803298875,-3.140899658203125,2.805755615234375,0.1285552978515625,389549.798319875,-1.662709268755607,-0.6770701946659624,-0.9848266870706307,2.813147783279419,-0.2300941795110703,2.137978553771973,-2.12896728515625,2.164351940155029,0.4176995754241943,XArbitraryZVertical,-0.5167182553489987,0.1322572620942978,-0.508311670361772,0.6761135616240411,-0.3464659750461578,0.8331762552261353,-0.4310205280780792,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.916+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.823212875,-1.512649536132812,1.820068359375,0.2702178955078125,389549.818234875,-1.542908376586437,-0.5725058019735914,-0.9680385710676896,2.197851657867432,0.2771413028240204,2.450800657272339,-2.304100036621094,1.658219337463379,0.6907223463058472,XArbitraryZVertical,-0.4942694091939216,0.1320530767631233,-0.4977888154182444,0.7003328855239518,-0.3071213364601135,0.8237753510475159,-0.4765194654464722,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.936+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.843127875,-0.7370147705078125,0.759979248046875,0.151458740234375,389549.838148875,-1.437642320603231,-0.4934653052130647,-0.9693476272515226,0.8078871965408325,-1.095671057701111,2.652438402175903,-0.6839543581008911,0.359931468963623,0.7206975817680359,XArbitraryZVertical,-0.482330330249538,0.1348771391323258,-0.4793713710512561,0.7206723587606251,-0.2680262625217438,0.824516773223877,-0.498331218957901,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.956+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.863042875,-0.7715606689453125,0.3681488037109375,0.1545562744140625,389549.858063875,-1.354205588157526,-0.4543796294173998,-0.983088582539474,0.3242102861404419,-1.720203876495361,2.062495470046997,-0.4684695601463318,-0.325957715511322,0.6421934366226196,XArbitraryZVertical,-0.4828238297454688,0.1333530270188518,-0.4553071753223388,0.7360662344918394,-0.2433529943227768,0.832213819026947,-0.4981962442398071,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.976+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.882956875,-0.717132568359375,0.1050872802734375,0.1728363037109375,389549.877977875,-1.291244396718422,-0.4342575127984223,-0.9869646183688712,0.9187718629837036,-1.50463879108429,1.267446041107178,-0.5537391304969788,-0.5791687965393066,0.64762943983078,XArbitraryZVertical,-0.4836250688553833,0.1267910249581539,-0.4359569273989404,0.7483129411022046,-0.2319206744432449,0.8343566656112671,-0.5000616312026978,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:54.996+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.902871875,-0.4462738037109375,-0.1985626220703125,0.2349853515625,389549.897892875,-1.242180972094814,-0.4223991514053943,-0.9733951762794169,1.329570889472961,-1.458556294441223,0.6938897967338562,-0.3583637475967407,-0.8938474059104919,0.7211866974830627,XArbitraryZVertical,-0.4797354108390341,0.1154362581744257,-0.4231855837234595,0.7598962989018486,-0.2305950522422791,0.8268002271652222,-0.5130568146705627,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:55.016+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.922785875,-0.2566680908203125,-0.4095458984375,0.21331787109375,389549.917806875,-1.212362772703602,-0.4277126611790872,-0.9541736086602675,1.075780153274536,-1.513177752494812,0.04128243401646614,-0.09004393219947815,-1.115808725357056,0.7604577541351318,XArbitraryZVertical,-0.4761945685961986,0.1007171786665658,-0.4144944346479768,0.7689532379407943,-0.2398663908243179,0.8158361315727234,-0.5261895656585693,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:55.036+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.942700875,-0.197784423828125,-0.6699371337890625,0.20025634765625,389549.937721875,-1.208584208931415,-0.4539673494730111,-0.9373134448196819,0.5404064059257507,-1.420586824417114,-0.5188633799552917,0.04387933015823364,-1.339295864105225,0.7262585163116455,XArbitraryZVertical,-0.4762383641098543,0.08483860854406845,-0.4102672090497195,0.773097829921943,-0.2595928907394409,0.8059706687927246,-0.531998872756958,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:55.056+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.962614875,-0.2096710205078125,-0.8428497314453125,0.2747802734375,389549.957636875,-1.224276550904741,-0.494342635413401,-0.9268348327576063,-0.03545491769909859,-1.374739170074463,-0.748482346534729,0.09353181719779968,-1.590373158454895,0.7665297389030457,XArbitraryZVertical,-0.4804818712222318,0.06993488813937362,-0.4088847113616604,0.7726962404333211,-0.2848465442657471,0.7997236847877502,-0.5284925699234009,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:55.075+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389549.982529875,-0.37286376953125,-0.748199462890625,0.30596923828125,389549.977550875,-1.253484776034877,-0.5425044101139355,-0.923566323934451,-0.542169988155365,-1.021626591682434,-0.9762004017829895,0.0409216582775116,-1.616497993469238,0.8038931488990784,XArbitraryZVertical,-0.4883597014555506,0.05747749640090428,-0.4091894690477612,0.7686124921693843,-0.3113074600696564,0.797757089138031,-0.5164023041725159,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
2023-11-06T09:24:55.098+02:00,0,0,0,0,0,-1,0,-1,-1,-1,0,389550.002443875,-0.557220458984375,-0.6204376220703125,0.3080902099609375,389549.997465875,-1.301190153437807,-0.5928946783722193,-0.923934118331889,-1.035985350608826,-0.1727262288331985,-1.479419469833374,-0.1446864008903503,-1.463429927825928,0.8188387155532837,XArbitraryZVertical,-0.4975735927998725,0.05008936761520037,-0.4149184579730739,0.7601014501223711,-0.336758941411972,0.7979788184165955,-0.4998231530189514,0,0,0,-1,-1,389536.589989875,running,2,2023-11-06T09:24:41.678+02:00,2023-11-06T09:23:03.878+02:00,52,0.3853578,0.3241077,2.886676,50.19685,0,0,2023-11-06T09:24:54.423+02:00,720948294.5085503,0,-3.269989,101.7557,1,0.7
